,Cities,Countries
108871,Na Wa,Thailand
108872,Na Thawi,Thailand
108873,Narathiwat,Thailand
108874,Na Pho,Thailand
108875,Na Noi,Thailand
108876,Nang Rong,Thailand
108877,Nan,Thailand
108878,Na Muen,Thailand
108879,Nam Som,Thailand
108880,Nam Phong,Thailand
108881,Nam Pat,Thailand
108882,Na Mon,Thailand
108883,Nam Nao,Thailand
108884,Nam Kliang,Thailand
108885,Nakhon Thai,Thailand
108886,Nakhon Sawan,Thailand
108887,Nakhon Ratchasima,Thailand
108888,Nakhon Phanom,Thailand
108889,Nakhon Pathom,Thailand
108890,Nakhon Nayok,Thailand
108891,Nakhon Luang,Thailand
108892,Nakhon Chai Si,Thailand
108893,Na Kae,Thailand
108894,Na Chueak,Thailand
108895,Na Chaluai,Thailand
108896,Mukdahan,Thailand
108897,Mueang Suang,Thailand
108898,Muang Sam Sip,Thailand
108899,Min Buri,Thailand
108900,Moeiwadi,Thailand
108901,Mayo,Thailand
108902,Manorom,Thailand
108903,Mancha Khiri,Thailand
108904,Makham,Thailand
108905,Mai Kaen,Thailand
108906,Maha Sarakham,Thailand
108907,Maha Rat,Thailand
108908,Maha Chana Chai,Thailand
108909,Mae Charim,Thailand
108910,Lop Buri,Thailand
108911,Lom Sak,Thailand
108912,Lom Kao,Thailand
108913,Loeng Nok Tha,Thailand
108914,Loei,Thailand
108915,Lat Lum Kaeo,Thailand
108916,Lat Bua Luang,Thailand
108917,Lap Lae,Thailand
108918,Lam Plai Mat,Thailand
108919,Lam Luk Ka,Thailand
108920,Lamduan,Thailand
108921,Lahan Sai,Thailand
108922,Laem Sing,Thailand
108923,Laem Ngop,Thailand
108924,Kut Khaopun,Thailand
108925,Kut Chum,Thailand
108926,Kut Chap,Thailand
108927,Kut Bak,Thailand
108928,Kusuman,Thailand
108929,Kumphawapi,Thailand
108930,Kuchinarai,Thailand
108931,Bangkok,Thailand
108932,Krok Phra,Thailand
108933,Krathum Baen,Thailand
108934,Krasang,Thailand
108935,Krasae Sin,Thailand
108936,Kranuan,Thailand
108937,Kosum Phisai,Thailand
108938,Ko Si Chang,Thailand
108939,Klaeng,Thailand
108940,Khun Han,Thailand
108941,Khu Mueang,Thailand
108942,Khu Khan,Thailand
108943,Khuan Niang,Thailand
108944,Khuan Khanun,Thailand
108945,Khuan Kalong,Thailand
108946,Khueang Nai,Thailand
108947,Khuan Don,Thailand
108948,Kho Wang,Thailand
108949,Khon Sawan,Thailand
108950,Khon San,Thailand
108951,Khon Kaen,Thailand
108952,Khong Chiam,Thailand
108953,Khong,Thailand
108954,Khon Buri,Thailand
108955,Khok Si Suphan,Thailand
108956,Khok Samrong,Thailand
108957,Khok Pho,Thailand
108958,Khok Charoen,Thailand
108959,Khlung,Thailand
108960,Khlong Yai,Thailand
108961,Khlong San,Thailand
108962,Khlong Luang,Thailand
108963,Khlong Hat,Thailand
108964,Khemarat,Thailand
108965,Khao Wong,Thailand
108966,Khao Saming,Thailand
108967,Khao Chaison,Thailand
108968,Kham Thale So,Thailand
108969,Kham Ta Kla,Thailand
108970,Kham Sakae Saeng,Thailand
108971,Kham Muang,Thailand
108972,Kham Khuean Kaeo,Thailand
108973,Khamcha-i,Thailand
108974,Kaset Wisai,Thailand
108975,Kaset Sombun,Thailand
108976,Kao Liao,Thailand
108977,Kantharawichai,Thailand
108978,Kanthararom,Thailand
108979,Kantharalak,Thailand
108980,Krong Pi Nang,Thailand
108981,Su-ngai Padi,Thailand
108982,Ka Bang,Thailand
108983,Cho-airong,Thailand
108984,Kamphaeng Saen,Thailand
108985,Kamalasai,Thailand
108986,Kalasin,Thailand
108987,Kaeng Khoi,Thailand
108988,Kaeng Khro,Thailand
108989,Kae Dam,Thailand
108990,Kabin Buri,Thailand
108991,In Buri,Thailand
108992,Hua Taphan,Thailand
108993,Hua Sai,Thailand
108994,Huai Thap Than,Thailand
108995,Huai Thalaeng,Thailand
108996,Huai Phueng,Thailand
108997,Huai Mek,Thailand
108998,Hat Yai,Thailand
108999,Hankha,Thailand
109000,Fak Tha,Thailand
109001,Dusit,Thailand
109002,Don Tan,Thailand
109003,Dong Luang,Thailand
109004,Don Chedi,Thailand
109005,Doembang Nangbuat,Thailand
109006,Det Udom,Thailand
109007,Den Chai,Thailand
109008,Dan Sai,Thailand
109009,Dan Khun Thot,Thailand
109010,Chum Phuang,Thailand
109011,Chumphon Buri,Thailand
109012,Chum Phae,Thailand
109013,Chonnabot,Thailand
109014,Chon Daen,Thailand
109015,Chon Buri,Thailand
109016,Chom Phra,Thailand
109017,Chok Chai,Thailand
109018,Chian Yai,Thailand
109019,Chiang Yuen,Thailand
109020,Chiang Saen,Thailand
109021,Chiang Klang,Thailand
109022,Chiang Khong,Thailand
109023,Chiang Khan,Thailand
109024,Chiang Kham,Thailand
109025,Cha-uat,Thailand
109026,Chaturaphak Phiman,Thailand
109027,Chatturat,Thailand
109028,Chat Trakan,Thailand
109029,Chanuman,Thailand
109030,Chanthaburi,Thailand
109031,Chanae,Thailand
109032,Chana,Thailand
109033,Chaloem Phra Kiat,Thailand
109034,Chaiyo,Thailand
109035,Chaiyaphum,Thailand
109036,Chaiwan,Thailand
109037,Chai Nat,Thailand
109038,Chai Badan,Thailand
109039,Chachoengsao,Thailand
109040,Buri Ram,Thailand
109041,Buntharik,Thailand
109042,Bueng Sam Phan,Thailand
109043,Bueng Khong Long,Thailand
109044,Bueng Kan,Thailand
109045,Bua Yai,Thailand
109046,Bua Chet,Thailand
109047,Bo Thong,Thailand
109048,Bo Rai,Thailand
109049,Borabue,Thailand
109050,Bo Kluea,Thailand
109051,Betong,Thailand
109052,Wang Pong,Thailand
109053,Wang Muang,Thailand
109054,Ban Thai Tan,Thailand
109055,Ban Thaen,Thailand
109056,Song Khwae,Thailand
109057,Ban Selaphum,Thailand
109058,Sawang Wirawong,Thailand
109059,Ban Sang,Thailand
109060,Ban Sam Chuk,Thailand
109061,Ratchasan,Thailand
109062,Ban Phue,Thailand
109063,Ban Phraek,Thailand
109064,Ban Pho,Thailand
109065,Ban Phe,Thailand
109066,Pattaya,Thailand
109067,Ban Phan Don,Thailand
109068,Ban Phai,Thailand
109069,Ban Phaeo,Thailand
109070,Ban Phaeng,Thailand
109071,Pak Chom,Thailand
109072,Nong Muang Khai,Thailand
109073,Nong Don,Thailand
109074,Na Yia,Thailand
109075,Na Yai Am,Thailand
109076,Na Thom,Thailand
109077,Ban Nang Sata,Thailand
109078,Na Khu,Thailand
109079,Na Haeo,Thailand
109080,Na Di,Thailand
109081,Ban Na,Thailand
109082,Ban Muang,Thailand
109083,Muak Lek,Thailand
109084,Ban Mo,Thailand
109085,Ban Mi,Thailand
109086,Mae Lan,Thailand
109087,Chiang Muan,Thailand
109088,Ban Luang,Thailand
109089,Ban Lueam,Thailand
109090,Lao Suea Kok,Thailand
109091,Ban Lam Luk Ka,Thailand
109092,Kut Rang,Thailand
109093,Ban Kruat,Thailand
109094,Ban Ko Lan,Thailand
109095,Ban Khwao,Thailand
109096,Khok Sung,Thailand
109097,Bang Rachan,Thailand
109098,Ban Khok,Thailand
109099,Khlong Khuean,Thailand
109100,Khlong Hoi Khong,Thailand
109101,Khao Chakan,Thailand
109102,Ban Khai,Thailand
109103,Kap Choeng,Thailand
109104,Kapho,Thailand
109105,Kaeng Sanam Nang,Thailand
109106,Kaeng Hang Maeo,Thailand
109107,Bang Yai,Thailand
109108,Bang Sai,Thailand
109109,Bang Rakam,Thailand
109110,Bang Rak,Thailand
109111,Bang Racham,Thailand
109112,Bang Pla Ma,Thailand
109113,Bang Pakong,Thailand
109114,Bang Pa-in,Thailand
109115,Bang Pahan,Thailand
109116,Bang Nam Priao,Thailand
109117,Bang Mun Nak,Thailand
109118,Bang Len,Thailand
109119,Bang Lamung,Thailand
109120,Bang Kruai,Thailand
109121,Bang Krathum,Thailand
109122,Bangkok Yai,Thailand
109123,Bangkok Noi,Thailand
109124,Bang Khun Thian,Thailand
109125,Bang Khla,Thailand
109126,Bang Kapi,Thailand
109127,Bang Bua Thong,Thailand
109128,Bang Bo,Thailand
109129,Bang Ban,Thailand
109130,Ban Fang,Thailand
109131,Ban Dung,Thailand
109132,Don Phut,Thailand
109133,Ban Chang,Thailand
109134,Chamni,Thailand
109135,Chakkarat,Thailand
109136,Ban Bueng,Thailand
109137,Bueng Na Rang,Thailand
109138,Ban Talat Bueng,Thailand
109139,Bang Na,Thailand
109140,Bang Klam,Thailand
109141,Bang Kaeo,Thailand
109142,Ban Bang Kadi Pathum Thani,Thailand
109143,Bang Bo District,Thailand
109144,Lue Amnat,Thailand
109145,Bamnet Narong,Thailand
109146,At Samat,Thailand
109147,Aranyaprathet,Thailand
109148,Ang Thong,Thailand
109149,Amnat Charoen,Thailand
109150,Akat Amnuai,Thailand
109151,Phon Charoen,Thailand
109152,Chaiyo,Thailand
109153,Samrong,Thailand
109154,Bueng Bun,Thailand
109155,Song Dao,Thailand
109156,Thung Yang Daeng,Thailand
109157,Amphoe Sikhiu,Thailand
109158,Phanom Dong Rak,Thailand
109159,Saladan,Thailand
109160,Wichit,Thailand
109161,Ko Pha Ngan,Thailand
109162,Koh Tao,Thailand
109163,Bang Sue,Thailand
109164,Don Mueang,Thailand
109165,Salaya,Thailand
109166,Khlong Toei,Thailand
109167,Patong,Thailand
109168,Chun,Thailand
109169,Thung Chang,Thailand
109170,Lat Krabang,Thailand
109171,Bang Khae,Thailand
109172,Bang Kho Laem,Thailand
109173,Bueng Kum,Thailand
109174,Chatuchak,Thailand
109175,Chom Thong,Thailand
109176,Huai Khwang,Thailand
109177,Khan Na Yao,Thailand
109178,Khlong Sam Wa,Thailand
109179,Lat Phrao,Thailand
109180,Pathum Wan,Thailand
109181,Phaya Thai,Thailand
109182,Ratchathewi,Thailand
109183,Sai Mai,Thailand
109184,Saphan Sung,Thailand
109185,Sathon,Thailand
109186,Suan Luang,Thailand
109187,Thawi Watthana,Thailand
109188,Thung Khru,Thailand
109189,Wang Thonglang,Thailand
109190,Watthana,Thailand
109191,Sop Pong,Thailand
109192,Ban Chalong,Thailand
109193,Ban Ratsada,Thailand
109194,Mueang Phuket,Thailand
109195,Bang Sao Thong,Thailand
109196,Ko Chang Tai,Thailand
109197,Nai Harn,Thailand
109198,Mae Fa Luang,Thailand
109199,Wiang Chiang Rung,Thailand
109200,Wiang Kaen,Thailand
109201,Khun Tan,Thailand
109202,Chaloem Phra Kiat,Thailand
109203,Mae Lao,Thailand
109204,Suk Samran,Thailand
109205,Ban Takhun,Thailand
109206,Takuk Nuea,Thailand
109207,Wiang Nong Long,Thailand
109208,Mae Poen,Thailand
109209,Pang Sila Thong,Thailand
109210,Kosamphi Nakhon,Thailand
109211,Ban Thi,Thailand
109212,Manang,Thailand
109213,Ratsada,Thailand
109214,Phra Phrom,Thailand
109215,Chulabhorn,Thailand
109216,Chang Klang,Thailand
109217,Nong Yasai,Thailand
109218,Chum Ta Bong,Thailand
109219,Mae Wong,Thailand
109220,Bueng Samakkhi,Thailand
109221,Phu Kam Yao,Thailand
109222,Chaloem Phra Kiat,Thailand
109223,Sawaengha,Thailand
109224,Doem Bang Nang Buat,Thailand
109225,Chumsaeng,Thailand
109226,Wachira Barami,Thailand
109227,Thong Saen Khan,Thailand
109228,Laplae,Thailand
109229,Chaloem Phra Kiat,Thailand
109230,Santi Suk,Thailand
109231,Phu Phiang,Thailand
109232,Nikhom Phattana,Thailand
109233,Ko Chan,Thailand
109234,Si Mahosot,Thailand
109235,Phakdi Chumphon,Thailand
109236,Khao Chamao,Thailand
109237,Tha Takiap,Thailand
109238,Wang Nam Khiao,Thailand
109239,Prachamtakham,Thailand
109240,Sap Yai,Thailand
109241,Erawan,Thailand
109242,Khao Khitchakut,Thailand
109243,Soi Dao,Thailand
109244,Wang Sombun,Thailand
109245,Noen Sa-nga,Thailand
109246,Khok Pho Chai,Thailand
109247,Na Wang,Thailand
109248,Suwanna Khuha,Thailand
109249,Non Din Daeng,Thailand
109250,Pa Kham,Thailand
109251,Chaloem Phra Kiat,Thailand
109252,Lam Thamen Chai,Thailand
109253,Non Daeng,Thailand
109254,Ban Mai Chaiyaphot,Thailand
109255,Non Sila,Thailand
109256,Ubonratana,Thailand
109257,Ban Na Muang,Thailand
109258,Sa Khrai,Thailand
109259,Phlapphla Chai,Thailand
109260,Si Somdet,Thailand
109261,Khong Chai,Thailand
109262,Chuen Chom,Thailand
109263,Sam Sung,Thailand
109264,Ku Kaeo,Thailand
109265,Phibun Rak,Thailand
109266,Pakkhat,Thailand
109267,Phonphisai,Thailand
109268,Si Narong,Thailand
109269,Non Narai,Thailand
109270,Khwao Sinarin,Thailand
109271,Thung Khao Luang,Thailand
109272,Chiang Khwan,Thailand
109273,Changhan,Thailand
109274,Don Chan,Thailand
109275,Phu Phan,Thailand
109276,Si Wilai,Thailand
109277,Phu Sing,Thailand
109278,Pho Si Suwan,Thailand
109279,Sila Lat,Thailand
109280,Thai Charoen,Thailand
109281,Phon Na Kaeo,Thailand
109282,Wang Yang,Thailand
109283,Nathom,Thailand
109284,Thung Si Udom,Thailand
109285,Nam Khun,Thailand
109286,Benchalak,Thailand
109287,Pathum Ratchawongsa,Thailand
109288,Don Mot Daeng,Thailand
109289,Mae Wang,Thailand
109290,Khao Kho,Thailand
109291,Phra Thong Kham,Thailand
109292,Wiang Kao,Thailand
109293,Khaen Dong,Thailand
109294,Sirindhorn,Thailand
109295,Sida,Thailand
109296,Srinagarindra,Thailand
109297,Sam Chai,Thailand
109298,Dong Charoen,Thailand
109299,Chaem Luang,Thailand
109300,Rattanawapi,Thailand
109301,Hat Samran,Thailand
109302,Ban Pa Pae,Thailand
109303,Bung Khla,Thailand
109304,Chai Prakan,Thailand
109305,Doi Luang,Thailand
109306,Mae On,Thailand
109307,Sop Moei,Thailand
109308,Bua Lai,Thailand
109309,Phra Samut Chedi,Thailand
109310,Singhanakhon,Thailand
109311,Phu Sang,Thailand
109312,Mae Hi,Thailand
109313,Pa Phayom,Thailand
109314,Na Yong,Thailand
109315,Pho Tak,Thailand
109316,Ko Kut,Thailand
109317,Bang Bon,Thailand
109318,Din Daeng,Thailand
109319,Phra Nakhon,Thailand
109320,Na Kluea,Thailand
109321,Yovon,Tajikistan
109322,Vose’,Tajikistan
109323,Vorukh,Tajikistan
109324,Varzob,Tajikistan
109325,Vanj,Tajikistan
109326,Vakhsh,Tajikistan
109327,Istaravshan,Tajikistan
109328,Tavildara,Tajikistan
109329,Tartiki,Tajikistan
109330,Tagob,Tajikistan
109331,Tajikobod,Tajikistan
109332,Sovet,Tajikistan
109333,Shŭrobod,Tajikistan
109334,Shahrinav,Tajikistan
109335,Shahriston,Tajikistan
109336,Shahritus,Tajikistan
109337,Rŭshon,Tajikistan
109338,Roshtqal’a,Tajikistan
109339,Roghun,Tajikistan
109340,Qŭrghonteppa,Tajikistan
109341,Panj,Tajikistan
109342,Panjakent,Tajikistan
109343,Farkhor,Tajikistan
109344,Orzu,Tajikistan
109345,Vahdat,Tajikistan
109346,Ismoili Somoní,Tajikistan
109347,Obikiik,Tajikistan
109348,Obigarm,Tajikistan
109349,Norak,Tajikistan
109350,Novobod,Tajikistan
109351,Murghob,Tajikistan
109352,Moskva,Tajikistan
109353,Somoniyon,Tajikistan
109354,Mŭ’minobod,Tajikistan
109355,Abdurahmoni Jomí,Tajikistan
109356,Kŭlob,Tajikistan
109357,Darband,Tajikistan
109358,Kolkhozobod,Tajikistan
109359,Kirov,Tajikistan
109360,Khovaling,Tajikistan
109361,Khorugh,Tajikistan
109362,Khodzha-Maston,Tajikistan
109363,Karakenja,Tajikistan
109364,Sarband,Tajikistan
109365,Qalaikhumb,Tajikistan
109366,Qubodiyon,Tajikistan
109367,Ishqoshim,Tajikistan
109368,Hisor,Tajikistan
109369,Rasht,Tajikistan
109370,Gharavŭtí,Tajikistan
109371,Ghonchí,Tajikistan
109372,Fayzobod,Tajikistan
109373,Jirghatol,Tajikistan
109374,Jilikŭl,Tajikistan
109375,Dŭstí,Tajikistan
109376,Dushanbe,Tajikistan
109377,Danghara,Tajikistan
109378,Chubek,Tajikistan
109379,Boshchorbogh,Tajikistan
109380,Bŭstonqal’a,Tajikistan
109381,Boshkengash,Tajikistan
109382,Baljuvon,Tajikistan
109383,Ayní,Tajikistan
109384,Tursunzoda,Tajikistan
109385,Roghun,Tajikistan
109386,Bahorí,Tajikistan
109387,Zafarobod,Tajikistan
109388,Taboshar,Tajikistan
109389,Shŭrob,Tajikistan
109390,Proletar,Tajikistan
109391,Palos,Tajikistan
109392,Pakhtakoron,Tajikistan
109393,Neftobod,Tajikistan
109394,Nov,Tajikistan
109395,Quruqsoy,Tajikistan
109396,Kim,Tajikistan
109397,Khŭjand,Tajikistan
109398,Konsoy,Tajikistan
109399,Konibodom,Tajikistan
109400,Isfara,Tajikistan
109401,Ghafurov,Tajikistan
109402,Bŭston,Tajikistan
109403,Shaydon,Tajikistan
109404,Oltintopkan,Tajikistan
109405,Adrasmon,Tajikistan
109406,Chkalov,Tajikistan
109407,Mehron,Tajikistan
109408,Moskovskiy,Tajikistan
109409,Fale old settlement,Tokelau
109410,Nukunonu,Tokelau
109411,Atafu Village,Tokelau
109412,Viqueque,Timor Leste
109413,Suai,Timor Leste
109414,Same,Timor Leste
109415,Pante Makasar,Timor Leste
109416,Metinaro,Timor Leste
109417,Maubara,Timor Leste
109418,Manatutu,Timor Leste
109419,Maliana,Timor Leste
109420,Likisá,Timor Leste
109421,Dili,Timor Leste
109422,Baukau,Timor Leste
109423,Ainaro,Timor Leste
109424,Aileu,Timor Leste
109425,Lospalos,Timor Leste
109426,Gleno,Timor Leste
109427,Venilale,Timor Leste
109428,Balkanabat,Turkmenistan
109429,Kaka,Turkmenistan
109430,Serdar,Turkmenistan
109431,Gumdag,Turkmenistan
109432,Bereket,Turkmenistan
109433,Magtymguly,Turkmenistan
109434,Arçabil,Turkmenistan
109435,Abadan,Turkmenistan
109436,Baharly,Turkmenistan
109437,Ashgabat,Turkmenistan
109438,Annau,Turkmenistan
109439,Yylanly,Turkmenistan
109440,Tagta,Turkmenistan
109441,Akdepe,Turkmenistan
109442,Türkmenbaşy,Turkmenistan
109443,Köneürgench,Turkmenistan
109444,Boldumsaz,Turkmenistan
109445,Daşoguz,Turkmenistan
109446,Yolöten,Turkmenistan
109447,Tejen,Turkmenistan
109448,Seydi,Turkmenistan
109449,Saýat,Turkmenistan
109450,Murgab,Turkmenistan
109451,Mary,Turkmenistan
109452,Atamyrat,Turkmenistan
109453,Serhetabat,Turkmenistan
109454,Gowurdak,Turkmenistan
109455,Farap,Turkmenistan
109456,Türkmenabat,Turkmenistan
109457,Bayramaly,Turkmenistan
109458,Gazojak,Turkmenistan
109459,Matmata,Tunisia
109460,Zaouiat Djedidi,Tunisia
109461,Zahānah,Tunisia
109462,Zaghouan,Tunisia
109463,Oued Meliz,Tunisia
109464,Oued Lill,Tunisia
109465,Touza,Tunisia
109466,Tunis,Tunisia
109467,Tozeur,Tunisia
109468,Tataouine,Tunisia
109469,Testour,Tunisia
109470,Tamaghzah,Tunisia
109471,Thala,Tunisia
109472,Takelsa,Tunisia
109473,Tajerouine,Tunisia
109474,Tabursuq,Tunisia
109475,Tabarka,Tunisia
109476,Sousse,Tunisia
109477,Siliana,Tunisia
109478,Sidi Alouane,Tunisia
109479,Sidi Bouzid,Tunisia
109480,Sidi Bou Ali,Tunisia
109481,Sidi Ben Nour,Tunisia
109482,Sidi el Hani,Tunisia
109483,Sidi Bou Saïd,Tunisia
109484,Chorbane,Tunisia
109485,Chebika,Tunisia
109486,Sakiet Sidi Youssef,Tunisia
109487,Skanes,Tunisia
109488,Salakta,Tunisia
109489,Sejenane,Tunisia
109490,Sfax,Tunisia
109491,Sbiba,Tunisia
109492,La Sebala du Mornag,Tunisia
109493,Remada,Tunisia
109494,Rafrāf,Tunisia
109495,Radès,Tunisia
109496,Ksour Essaf,Tunisia
109497,Ksibet el Mediouni,Tunisia
109498,Korbous,Tunisia
109499,Korba,Tunisia
109500,Kélibia,Tunisia
109501,Goubellat,Tunisia
109502,Kebili,Tunisia
109503,Ksar Hellal,Tunisia
109504,Carthage,Tunisia
109505,El Fahs,Tunisia
109506,Galaat el Andeless,Tunisia
109507,Gafour,Tunisia
109508,Gafsa,Tunisia
109509,Gabès,Tunisia
109510,Nibbar,Tunisia
109511,Nefta,Tunisia
109512,Nabeul,Tunisia
109513,Midoun,Tunisia
109514,Mateur,Tunisia
109515,Msaken,Tunisia
109516,Menzel Salem,Tunisia
109517,Menzel Kamel,Tunisia
109518,Menzel Jemil,Tunisia
109519,Menzel Heurr,Tunisia
109520,Mennzel Bou Zelfa,Tunisia
109521,Menzel Bourguiba,Tunisia
109522,Menzel Abderhaman,Tunisia
109523,Manouba,Tunisia
109524,Melloulèche,Tunisia
109525,Maktar,Tunisia
109526,Medjez el Bab,Tunisia
109527,Medenine,Tunisia
109528,Lemta,Tunisia
109529,Kesra,Tunisia
109530,Jendouba,Tunisia
109531,Jilma,Tunisia
109532,Zarzis,Tunisia
109533,Jemna,Tunisia
109534,Djemmal,Tunisia
109535,Djebeniana,Tunisia
109536,Houmt El Souk,Tunisia
109537,Harqalah,Tunisia
109538,Hammam Sousse,Tunisia
109539,Hammam-Lif,Tunisia
109540,La Goulette,Tunisia
109541,Haffouz,Tunisia
109542,Rhar el Melah,Tunisia
109543,Douz,Tunisia
109544,Degache,Tunisia
109545,Douar Tindja,Tunisia
109546,Dar Chabanne,Tunisia
109547,Bou Arkoub,Tunisia
109548,Bou Attouche,Tunisia
109549,Bou Arada,Tunisia
109550,Bir Ali Ben Khalifa,Tunisia
109551,Bir el Hafey,Tunisia
109552,Ben Gardane,Tunisia
109553,Ben Arous,Tunisia
109554,Bizerte,Tunisia
109555,Beni Khiar,Tunisia
109556,Beni Khalled,Tunisia
109557,Beni Kheddache,Tunisia
109558,Beni Hassane,Tunisia
109559,Banbalah,Tunisia
109560,Béja,Tunisia
109561,Zouila,Tunisia
109562,Skhira,Tunisia
109563,Sbikha,Tunisia
109564,Seïada,Tunisia
109565,As Sars,Tunisia
109566,As Sanad,Tunisia
109567,Sahline,Tunisia
109568,Chebba,Tunisia
109569,Ariana,Tunisia
109570,Ar Rudayyif,Tunisia
109571,Er Regueb,Tunisia
109572,Rohia,Tunisia
109573,Ouardenine,Tunisia
109574,El Ksour,Tunisia
109575,Kairouan,Tunisia
109576,Kasserine,Tunisia
109577,Gremda,Tunisia
109578,El Golaa,Tunisia
109579,Monastir,Tunisia
109580,La Mohammedia,Tunisia
109581,El Mida,Tunisia
109582,Metlaoui,Tunisia
109583,Mezzouna,Tunisia
109584,Al Matlīn,Tunisia
109585,Mesdour,Tunisia
109586,Al Marsá,Tunisia
109587,El Maamoura,Tunisia
109588,Mahdia,Tunisia
109589,Le Krib,Tunisia
109590,El Kef,Tunisia
109591,El Jem,Tunisia
109592,El Haouaria,Tunisia
109593,Erriadh,Tunisia
109594,Hammamet,Tunisia
109595,El Hamma,Tunisia
109596,Fernana,Tunisia
109597,El Battan,Tunisia
109598,Bekalta,Tunisia
109599,El Alia,Tunisia
109600,Akouda,Tunisia
109601,Douane,Tunisia
109602,Port el Kantaoui,Tunisia
109603,Vaini,Tonga
109604,Pangai,Tonga
109605,‘Ohonua,Tonga
109606,Nuku‘alofa,Tonga
109607,Neiafu,Tonga
109608,Hihifo,Tonga
109609,Haveluloto,Tonga
109610,Demre,Turkey
109611,Zeytinliova,Turkey
109612,Zeytindağ,Turkey
109613,Zara,Turkey
109614,Yunak,Turkey
109615,Yumurtalık,Turkey
109616,Yüksekova,Turkey
109617,Salat,Turkey
109618,Kozak,Turkey
109619,Yücebağ,Turkey
109620,Yozgat,Turkey
109621,Yoncalı,Turkey
109622,Yolboyu,Turkey
109623,Yolbaşı,Turkey
109624,Yolağzı,Turkey
109625,Yıldızeli,Turkey
109626,Yiğityolu,Turkey
109627,Yiğitler,Turkey
109628,Yeşilyurt,Turkey
109629,Yeşilyurt,Turkey
109630,Yeşilyurt,Turkey
109631,Yeşilyazı,Turkey
109632,Yeşilova,Turkey
109633,Yeşilova,Turkey
109634,Yeşilli,Turkey
109635,Erzin,Turkey
109636,Yeşilhisar,Turkey
109637,Misli,Turkey
109638,Yeşildere,Turkey
109639,Yeşilalan,Turkey
109640,Yerköy,Turkey
109641,Yerkesik,Turkey
109642,Yenişarbademli,Turkey
109643,Yenişakran,Turkey
109644,Yenipınar,Turkey
109645,Yenipazar,Turkey
109646,Yenipazar,Turkey
109647,Yenimehmetli,Turkey
109648,Yeniköy,Turkey
109649,Yeniköy,Turkey
109650,Yenicekale,Turkey
109651,Yeniköy,Turkey
109652,Didim,Turkey
109653,Yenifoça,Turkey
109654,Yenifakılı,Turkey
109655,Altpınar,Turkey
109656,Yeniceoba,Turkey
109657,Yenice,Turkey
109658,Yenice,Turkey
109659,Yenice,Turkey
109660,Yenice,Turkey
109661,Yenibaşak,Turkey
109662,Reşadiye,Turkey
109663,Yeditepe,Turkey
109664,Yedisu,Turkey
109665,Yazyurdu,Turkey
109666,Yazıhan,Turkey
109667,Yayvantepe,Turkey
109668,Yaylı,Turkey
109669,Yaylak,Turkey
109670,Yayladere,Turkey
109671,Yayladağı,Turkey
109672,Yayla,Turkey
109673,Yaygın,Turkey
109674,Yavuzeli,Turkey
109675,Yavu,Turkey
109676,Yatağan,Turkey
109677,Yarpuzlu,Turkey
109678,Yarpuz,Turkey
109679,Yarma,Turkey
109680,Yardımcı,Turkey
109681,Yarbasan,Turkey
109682,Yaprakbaşı,Turkey
109683,Yanarsu,Turkey
109684,Yamaç,Turkey
109685,Yalvaç,Turkey
109686,Yalınca,Turkey
109687,Yalıkavak,Turkey
109688,Yalıhüyük,Turkey
109689,Yalangöz,Turkey
109690,Yakapınar,Turkey
109691,Payas,Turkey
109692,Yahyalı,Turkey
109693,Yahşihan,Turkey
109694,Yağcılar,Turkey
109695,Viranşehir,Turkey
109696,Varto,Turkey
109697,Van,Turkey
109698,Uzunkuyu,Turkey
109699,Uzungeçit,Turkey
109700,Cimin,Turkey
109701,Üzümlü,Turkey
109702,Yeşilüzümlü,Turkey
109703,Uşak,Turkey
109704,Urla,Turkey
109705,Ürgüp,Turkey
109706,Şanlıurfa,Turkey
109707,Umurlu,Turkey
109708,Umraniye,Turkey
109709,Uluyatır,Turkey
109710,Ulukışla,Turkey
109711,Uludere,Turkey
109712,Arsuz,Turkey
109713,Uluborlu,Turkey
109714,Ulubey,Turkey
109715,Ulaş,Turkey
109716,Ula,Turkey
109717,Kerh,Turkey
109718,Üçpınar,Turkey
109719,Reshidi,Turkey
109720,Üçdam,Turkey
109721,Tuzlukçu,Turkey
109722,Melefan,Turkey
109723,Tutak,Turkey
109724,Tut,Turkey
109725,Turunçova,Turkey
109726,Türkoğlu,Turkey
109727,Turgutlu,Turkey
109728,Turgut,Turkey
109729,Turgut,Turkey
109730,Tunceli,Turkey
109731,Sütlüce,Turkey
109732,Tufanbeyli,Turkey
109733,Torbalı,Turkey
109734,Toptepe,Turkey
109735,Toprakkale,Turkey
109736,Topaklı,Turkey
109737,Pınarbaşı,Turkey
109738,Tomarza,Turkey
109739,Toklar,Turkey
109740,Tire,Turkey
109741,Tercan,Turkey
109742,Telminar,Turkey
109743,Tepehan,Turkey
109744,Tepecikören,Turkey
109745,Tepecik,Turkey
109746,Tepebaşı,Turkey
109747,Tepealtı,Turkey
109748,Tepe,Turkey
109749,Temelli,Turkey
109750,Tekman,Turkey
109751,Tekirova,Turkey
109752,Tefenni,Turkey
109753,Tecirli,Turkey
109754,Tavşanlı,Turkey
109755,Tavas,Turkey
109756,Tatvan,Turkey
109757,Taşucu,Turkey
109758,Taşpınar,Turkey
109759,Taşlıçay,Turkey
